Times,Mua,NhietDo,DoAm,KhiAp,ThoiGiangNBenTre,TDoGioAvg10,HGioAvg10,
01/09/2024 04:50,0.0,25.7,95,1008.1,0,0.0,36,
01/09/2024 05:00,0.0,25.7,95,1007.9,0,0.0,36,
01/09/2024 05:10,0.0,25.7,95,1007.8,0,0.0,90,
01/09/2024 05:20,0.0,25.7,95,1007.8,0,0.0,180,
01/09/2024 05:30,0.0,25.7,95,1007.8,0,0.0,159,
01/09/2024 05:40,0.0,25.8,95,1007.9,0,0.0,63,
01/09/2024 05:50,0.0,25.8,95,1007.9,0,0.0,150,
01/09/2024 06:00,0.0,25.8,95,1007.9,0,0.0,174,
01/09/2024 06:10,0.0,25.8,95,1008.1,0,0.0,180,
01/09/2024 06:20,0.0,25.8,95,1008.1,0,0.0,180,
01/09/2024 06:30,0.0,25.9,95,1008.2,0,0.0,207,
01/09/2024 06:40,0.0,26.0,95,1008.3,0,0.0,180,
01/09/2024 06:50,0.0,26.1,95,1008.4,0,0.0,180,
01/09/2024 07:00,0.0,26.3,95,1008.4,0,0.0,196,
01/09/2024 07:10,0.0,26.4,95,1008.6,0,0.0,191,
01/09/2024 07:20,0.0,26.6,94,1008.8,0,0.0,180,
01/09/2024 07:30,0.0,26.7,93,1008.9,0,0.0,194,
01/09/2024 07:40,0.0,27.0,92,1008.9,0,0.0,221,
01/09/2024 07:50,0.0,27.2,91,1008.9,0,0.0,225,
01/09/2024 08:00,0.0,27.3,91,1008.9,0,0.0,240,
01/09/2024 08:10,0.0,27.4,90,1009.0,0,0.0,254,
01/09/2024 08:20,0.0,27.5,90,1009.2,0,0.4,263,
01/09/2024 08:30,0.0,27.7,91,1009.2,1,0.3,270,
01/09/2024 08:40,0.0,27.8,89,1009.0,1,2.3,264,
01/09/2024 08:50,0.0,28.1,90,1009.0,1,1.6,270,
01/09/2024 09:00,0.0,28.2,89,1009.2,1,2.3,270,
01/09/2024 09:10,0.0,28.6,87,1009.2,1,1.9,263,
01/09/2024 09:20,0.0,28.6,88,1009.2,0,2.4,270,
01/09/2024 09:30,0.0,28.9,85,1009.2,0,2.3,277,
01/09/2024 09:40,0.0,29.0,85,1009.2,1,2.1,291,
01/09/2024 09:50,0.0,29.6,81,1009.0,1,2.2,300,
01/09/2024 10:00,0.0,29.9,77,1009.0,1,2.6,277,
01/09/2024 10:10,0.0,30.0,77,1008.9,1,3.0,276,
01/09/2024 10:20,0.0,30.0,76,1008.8,1,2.7,300,
01/09/2024 10:30,0.0,30.2,76,1008.7,1,2.4,315,
01/09/2024 10:40,0.0,30.6,75,1008.3,1,2.9,306,
01/09/2024 10:50,0.0,30.8,74,1008.3,0,3.0,300,
01/09/2024 11:00,0.0,31.0,74,1008.1,0,3.2,315,
01/09/2024 11:10,0.0,31.4,69,1007.8,0,3.3,315,
01/09/2024 11:20,0.0,31.6,68,1007.7,0,3.8,315,
01/09/2024 11:30,0.0,31.8,69,1007.5,0,3.5,324,
01/09/2024 11:40,0.0,31.7,69,1007.3,0,4.1,315,
01/09/2024 11:50,0.0,30.4,71,1007.5,1,3.9,291,
01/09/2024 12:00,0.0,30.2,70,1007.5,1,3.3,277,
01/09/2024 12:10,0.0,30.4,74,1007.1,1,3.2,277,
01/09/2024 12:20,0.0,30.8,73,1007.1,1,3.8,277,
01/09/2024 12:30,0.0,30.9,74,1007.1,0,3.2,277,
01/09/2024 12:40,2.4,28.4,80,1007.6,0,4.6,310,
01/09/2024 12:50,4.8,27.3,85,1007.1,0,2.7,254,
01/09/2024 13:00,4.8,27.6,87,1006.8,0,1.1,230,
01/09/2024 13:10,4.8,27.7,90,1006.6,0,1.3,234,
01/09/2024 13:20,4.8,28.0,89,1006.4,0,1.7,249,
01/09/2024 13:30,4.8,28.2,89,1006.5,0,1.7,234,
01/09/2024 13:40,4.8,28.1,86,1006.6,0,2.5,240,
01/09/2024 13:50,4.8,27.9,86,1006.8,0,2.2,216,
01/09/2024 14:00,4.8,27.8,86,1006.7,0,2.9,216,
01/09/2024 14:10,4.8,27.2,89,1006.4,0,4.0,221,
01/09/2024 14:20,4.8,26.6,88,1006.6,0,4.0,225,
01/09/2024 14:30,4.8,26.3,91,1006.6,0,4.3,234,
01/09/2024 14:40,5.6,24.8,91,1006.7,0,5.0,263,
01/09/2024 14:50,12.4,24.2,94,1006.7,0,4.1,256,
01/09/2024 15:00,15.2,24.3,95,1007.0,0,3.1,225,
01/09/2024 15:10,18.6,24.2,95,1007.3,0,2.7,249,
01/09/2024 15:20,23.8,24.1,95,1007.1,0,2.4,230,
01/09/2024 15:30,25.6,24.2,95,1007.0,0,2.2,180,
01/09/2024 15:40,26.4,24.2,95,1006.6,0,2.5,207,
01/09/2024 15:50,27.0,24.2,95,1006.7,0,2.7,207,
01/09/2024 16:00,27.4,24.3,95,1006.6,0,2.2,216,
01/09/2024 16:10,28.0,24.4,95,1006.5,0,2.8,229,
01/09/2024 16:20,28.6,24.4,95,1006.5,0,2.5,221,
01/09/2024 16:30,28.8,24.4,95,1006.6,0,1.9,225,
01/09/2024 16:40,29.4,24.4,95,1006.5,0,2.0,234,
01/09/2024 16:50,29.6,24.5,95,1006.4,0,1.8,216,
01/09/2024 17:00,29.8,24.6,95,1006.5,0,1.4,225,
01/09/2024 17:10,30.0,24.6,95,1006.5,0,1.6,249,
01/09/2024 17:20,30.0,24.7,95,1006.7,0,1.7,243,
01/09/2024 17:30,30.0,24.8,95,1007.1,0,1.8,256,
01/09/2024 17:40,30.0,24.9,95,1007.5,0,0.8,270,
01/09/2024 17:50,30.0,25.0,95,1007.7,0,1.0,297,
01/09/2024 18:00,30.4,25.0,95,1007.9,0,0.8,291,
01/09/2024 18:10,30.6,25.1,96,1008.1,0,0.6,297,
01/09/2024 18:20,31.0,25.1,96,1008.1,0,1.4,297,
01/09/2024 18:30,31.6,25.2,96,1007.9,0,1.9,276,
01/09/2024 18:40,32.0,25.3,96,1008.1,0,1.9,291,
01/09/2024 18:50,32.4,25.3,96,1008.3,0,1.0,300,
01/09/2024 19:00,32.8,25.3,96,1008.4,0,1.1,306,
01/09/2024 19:10,33.0,25.3,96,1008.7,0,1.5,333,
01/09/2024 19:20,33.6,25.3,96,1008.8,0,1.9,324,
01/09/2024 19:30,34.2,25.3,96,1008.9,0,1.3,315,
01/09/2024 19:40,34.6,25.3,96,1009.0,0,1.2,315,
01/09/2024 19:50,35.2,25.3,96,1009.3,0,1.1,319,
01/09/2024 20:00,35.8,25.3,96,1009.4,0,1.4,315,
01/09/2024 20:10,36.2,25.3,96,1009.5,0,0.2,311,
01/09/2024 20:20,36.6,25.4,96,1009.8,0,0.0,315,
01/09/2024 20:30,37.0,25.4,96,1009.8,0,0.0,311,
01/09/2024 20:40,37.4,25.4,96,1009.6,0,0.0,306,
01/09/2024 20:50,37.6,25.4,96,1009.4,0,0.1,276,
01/09/2024 21:00,38.0,25.4,96,1009.3,0,0.6,270,
01/09/2024 21:10,38.2,25.4,96,1009.4,0,0.9,283,
01/09/2024 21:20,38.4,25.4,96,1009.5,0,0.4,284,
01/09/2024 21:30,38.6,25.4,96,1009.6,0,1.3,306,
01/09/2024 21:40,38.6,25.4,96,1009.6,0,2.1,319,
01/09/2024 21:50,38.6,25.4,95,1009.8,0,1.3,315,
01/09/2024 22:00,38.6,25.4,95,1009.8,0,0.6,339,
01/09/2024 22:10,38.6,25.4,95,1009.6,0,0.3,339,
01/09/2024 22:20,38.8,25.4,96,1009.5,0,0.1,324,
01/09/2024 22:30,38.8,25.4,95,1009.5,0,0.0,353,
01/09/2024 22:40,38.8,25.4,96,1009.2,0,0.0,315,
01/09/2024 22:50,38.8,25.4,96,1009.3,0,0.1,0,
01/09/2024 23:00,38.8,25.3,95,1009.3,0,0.0,60,
01/09/2024 23:10,38.8,25.3,95,1009.2,0,0.0,0,
01/09/2024 23:20,38.8,25.3,95,1009.2,0,0.0,14,
01/09/2024 23:30,38.8,25.2,95,1009.2,0,0.0,180,
01/09/2024 23:40,38.8,25.2,96,1009.3,0,0.0,207,
01/09/2024 23:50,38.8,25.1,96,1009.3,0,0.0,229,
02/09/2024 00:00,38.8,25.1,96,1009.4,0,0.0,159,
02/09/2024 00:10,38.8,25.1,96,1009.4,0,0.0,189,
02/09/2024 00:20,38.8,25.1,96,1009.4,0,0.0,135,
02/09/2024 00:30,38.8,25.1,96,1009.4,0,0.0,193,
02/09/2024 00:40,38.8,25.1,96,1009.4,0,0.0,180,
02/09/2024 00:50,38.8,25.1,96,1009.4,0,0.0,174,
02/09/2024 01:00,38.8,25.1,96,1009.3,0,0.0,207,
02/09/2024 01:10,38.8,25.1,96,1009.3,0,0.0,277,
02/09/2024 01:20,38.8,25.1,96,1009.3,0,0.0,117,
02/09/2024 01:30,38.8,25.1,96,1009.2,0,0.0,120,
02/09/2024 01:40,38.8,25.2,96,1009.0,0,0.0,90,
02/09/2024 01:50,38.8,25.1,96,1008.8,0,0.0,122,
02/09/2024 02:00,38.8,25.1,96,1008.8,0,0.0,140,
02/09/2024 02:10,38.8,25.1,96,1008.4,0,0.0,90,
02/09/2024 02:20,38.8,25.0,95,1008.3,0,0.0,103,
02/09/2024 02:30,38.8,24.9,95,1008.3,0,0.0,342,
02/09/2024 02:40,38.8,24.9,95,1008.3,0,0.0,21,
02/09/2024 02:50,38.8,24.8,95,1008.2,0,0.0,131,
02/09/2024 03:00,38.8,24.8,95,1007.9,0,0.0,166,
02/09/2024 03:10,38.8,24.7,95,1007.7,0,0.0,173,
02/09/2024 03:20,38.8,24.7,95,1007.7,0,0.0,207,
02/09/2024 03:30,38.8,24.6,95,1007.6,0,0.0,198,
02/09/2024 03:40,38.8,24.6,95,1007.5,0,0.0,198,
02/09/2024 03:50,38.8,24.7,96,1007.3,0,0.0,186,
02/09/2024 04:00,38.8,24.9,96,1007.2,0,0.0,207,
02/09/2024 04:10,38.8,25.1,97,1007.1,0,0.6,201,
02/09/2024 04:20,38.8,25.1,97,1007.2,0,0.6,201,
02/09/2024 04:30,38.8,25.1,96,1007.3,0,0.5,186,
02/09/2024 04:40,38.8,25.1,96,1007.5,0,0.5,201,
02/09/2024 04:50,38.8,25.1,96,1007.6,0,0.2,186,
02/09/2024 05:00,38.8,25.0,96,1007.7,0,0.0,180,
02/09/2024 05:10,38.8,24.9,96,1007.7,0,0.0,193,
02/09/2024 05:20,38.8,24.8,95,1007.8,0,0.0,257,
02/09/2024 05:30,38.8,24.7,95,1007.8,0,0.0,207,
02/09/2024 05:40,38.8,24.6,95,1007.8,0,0.0,207,
02/09/2024 05:50,38.8,24.5,95,1007.9,0,0.0,234,
02/09/2024 06:00,38.8,24.5,95,1008.1,0,0.0,180,
02/09/2024 06:10,38.8,24.6,96,1008.1,0,0.0,120,
02/09/2024 06:20,38.8,24.6,96,1008.2,0,0.0,214,
02/09/2024 06:30,38.8,24.8,96,1008.3,0,0.0,0,
02/09/2024 06:40,38.8,25.0,97,1008.6,1,0.0,27,
02/09/2024 06:50,38.8,25.3,97,1008.8,1,0.0,153,
02/09/2024 07:00,38.8,25.5,96,1008.9,1,0.0,130,
02/09/2024 07:10,38.8,25.8,96,1009.0,1,0.0,180,
02/09/2024 07:20,38.8,26.2,92,1009.2,1,0.0,144,
02/09/2024 07:30,38.8,26.4,92,1009.3,1,0.0,187,
02/09/2024 07:40,38.8,26.9,89,1009.3,1,0.0,173,
02/09/2024 07:50,38.8,27.3,89,1009.3,1,0.0,180,
02/09/2024 08:00,38.8,27.5,88,1009.0,1,1.9,186,
02/09/2024 08:10,39.0,27.4,88,1009.3,1,1.7,216,
02/09/2024 08:20,39.0,27.7,88,1009.5,1,2.0,207,
02/09/2024 08:30,39.0,27.9,86,1009.5,1,2.1,210,
02/09/2024 08:40,39.0,28.4,83,1009.4,1,1.6,230,
02/09/2024 08:50,39.0,28.8,81,1009.5,1,0.1,236,
02/09/2024 09:00,39.0,29.2,78,1009.6,1,1.1,220,
02/09/2024 09:10,39.0,29.6,79,1009.8,1,0.2,270,
02/09/2024 09:20,39.0,30.1,73,1009.9,1,1.6,263,
02/09/2024 09:30,39.0,29.9,71,1009.9,1,3.7,249,
02/09/2024 09:40,39.0,30.0,73,1009.9,1,3.4,256,
02/09/2024 09:50,39.0,30.1,75,1009.8,0,2.9,249,
02/09/2024 10:00,39.0,30.1,74,1009.9,1,3.4,270,
02/09/2024 10:10,39.0,29.5,77,1009.8,0,3.7,291,
02/09/2024 10:20,40.2,27.8,83,1010.0,0,3.8,263,
02/09/2024 10:30,40.2,26.9,84,1010.1,0,4.4,264,
02/09/2024 10:40,40.4,26.2,89,1010.4,0,3.9,264,
02/09/2024 10:50,40.8,25.9,90,1010.5,0,2.9,270,
02/09/2024 11:00,40.8,25.5,89,1010.6,0,3.4,249,
02/09/2024 11:10,40.8,25.4,89,1010.5,0,3.0,234,
02/09/2024 11:20,41.0,25.4,90,1010.3,0,2.7,230,
02/09/2024 11:30,41.0,25.7,90,1010.3,0,2.6,240,
02/09/2024 11:40,41.0,25.8,91,1010.1,0,2.7,249,
02/09/2024 11:50,41.2,26.0,91,1009.8,0,3.4,234,
02/09/2024 12:00,41.2,26.4,92,1009.6,0,2.2,230,
02/09/2024 12:10,41.2,26.6,91,1009.5,0,3.0,230,
02/09/2024 12:20,41.2,26.8,89,1009.2,0,3.2,229,
02/09/2024 12:30,41.2,27.1,88,1008.9,0,2.2,240,
02/09/2024 12:40,41.2,27.4,87,1008.7,0,1.9,247,
02/09/2024 12:50,41.2,27.7,86,1008.7,0,1.8,262,
02/09/2024 13:00,41.2,27.7,83,1008.6,0,3.0,270,
02/09/2024 13:10,41.2,27.8,83,1008.2,0,3.0,270,
02/09/2024 13:20,41.2,27.8,83,1008.1,0,3.1,270,
02/09/2024 13:30,41.2,28.1,82,1007.8,1,3.0,263,
02/09/2024 13:40,41.2,28.3,82,1007.6,1,2.9,270,
02/09/2024 13:50,41.2,28.3,80,1007.3,0,3.2,263,
02/09/2024 14:00,41.2,28.4,80,1007.2,1,3.6,256,
02/09/2024 14:10,41.2,28.6,78,1007.2,1,2.9,263,
02/09/2024 14:20,41.2,28.9,76,1007.1,1,2.9,263,
02/09/2024 14:30,41.2,29.1,76,1007.0,1,3.4,256,
02/09/2024 14:40,41.2,29.5,74,1007.0,1,2.5,256,
02/09/2024 14:50,41.2,29.7,72,1006.8,1,3.0,263,
02/09/2024 15:00,41.2,29.4,72,1007.0,1,3.8,270,
02/09/2024 15:10,41.2,29.5,72,1006.8,1,3.1,270,
02/09/2024 15:20,41.2,29.7,69,1007.0,1,3.6,256,
02/09/2024 15:30,41.2,29.7,71,1006.8,1,2.7,256,
02/09/2024 15:40,41.2,29.7,73,1006.8,0,2.2,270,
02/09/2024 15:50,41.2,29.5,74,1006.8,0,2.3,270,
02/09/2024 16:00,41.2,29.5,73,1006.7,1,2.8,249,
02/09/2024 16:10,41.2,29.7,75,1006.6,0,1.8,247,
02/09/2024 16:20,41.2,29.5,72,1006.7,1,2.1,256,
02/09/2024 16:30,41.2,29.4,73,1006.6,1,2.6,234,
02/09/2024 16:40,41.2,29.4,73,1006.7,1,1.8,240,
02/09/2024 16:50,41.2,29.4,73,1006.7,1,2.0,225,
02/09/2024 17:00,41.2,29.3,72,1006.8,1,2.3,234,
02/09/2024 17:10,41.2,29.1,73,1007.1,0,2.2,240,
02/09/2024 17:20,41.2,29.0,74,1007.2,0,2.0,249,
02/09/2024 17:30,41.2,28.7,75,1007.2,0,2.1,234,
02/09/2024 17:40,41.2,28.7,75,1007.3,0,1.4,234,
02/09/2024 17:50,41.2,28.6,78,1007.2,0,1.1,225,
02/09/2024 18:00,41.2,28.4,80,1007.3,0,0.6,234,
02/09/2024 18:10,41.2,28.2,82,1007.5,0,1.1,225,
02/09/2024 18:20,41.2,28.0,81,1007.6,0,1.0,225,
02/09/2024 18:30,41.2,27.8,82,1007.7,0,1.2,207,
02/09/2024 18:40,41.2,27.7,83,1007.9,0,1.3,207,
02/09/2024 18:50,41.2,27.6,83,1008.1,0,1.3,207,
02/09/2024 19:00,41.2,27.5,84,1008.2,0,1.1,207,
02/09/2024 19:10,41.2,27.4,84,1008.6,0,1.2,207,
02/09/2024 19:20,41.2,27.3,84,1008.6,0,1.4,210,
02/09/2024 19:30,41.2,27.3,84,1008.8,0,1.3,216,
02/09/2024 19:40,41.2,27.3,84,1009.2,0,1.3,207,
02/09/2024 19:50,41.2,27.2,84,1009.3,0,1.5,207,
02/09/2024 20:00,41.2,27.2,85,1009.6,0,1.6,193,
02/09/2024 20:10,41.2,27.3,85,1009.9,0,1.8,186,
02/09/2024 20:20,41.2,27.3,85,1010.1,0,1.8,193,
02/09/2024 20:30,41.2,27.3,86,1010.1,0,1.5,180,
02/09/2024 20:40,41.2,27.2,86,1010.4,0,1.2,180,
02/09/2024 20:50,41.2,27.3,87,1010.7,0,1.5,193,
02/09/2024 21:00,41.2,27.3,88,1011.0,0,1.9,186,
02/09/2024 21:10,41.2,27.3,88,1011.0,0,1.6,201,
02/09/2024 21:20,41.2,27.2,88,1011.2,0,1.7,198,
02/09/2024 21:30,41.2,27.2,88,1011.4,0,2.1,193,
02/09/2024 21:40,41.2,26.7,91,1011.7,0,3.5,193,
02/09/2024 21:50,47.4,26.4,93,1011.7,0,3.0,220,
02/09/2024 22:00,52.6,25.8,93,1011.7,0,3.1,216,
02/09/2024 22:10,54.8,25.2,93,1011.7,0,3.1,225,
02/09/2024 22:20,55.4,25.1,93,1011.6,0,1.0,225,
02/09/2024 22:30,55.6,25.2,93,1011.7,0,0.0,220,
02/09/2024 22:40,55.6,25.2,93,1011.8,0,0.1,234,
02/09/2024 22:50,55.6,25.2,93,1011.8,0,0.2,264,
02/09/2024 23:00,55.6,25.2,94,1012.0,0,0.0,243,
02/09/2024 23:10,55.6,25.3,94,1012.1,0,0.0,270,
02/09/2024 23:20,55.6,25.3,95,1012.1,0,0.9,291,
02/09/2024 23:30,56.2,25.3,94,1012.0,0,0.0,0,
02/09/2024 23:40,56.4,25.3,95,1011.8,0,0.6,297,
02/09/2024 23:50,57.4,25.3,95,1011.5,0,0.8,277,
03/09/2024 00:00,57.4,25.4,95,1011.2,0,1.0,270,
03/09/2024 00:10,57.4,25.4,95,1011.2,0,1.9,270,
03/09/2024 00:20,59.4,25.4,94,1011.0,0,3.3,249,
03/09/2024 00:30,60.0,25.4,93,1010.7,0,2.9,249,
03/09/2024 00:40,60.4,25.4,94,1010.5,0,2.2,249,
03/09/2024 00:50,60.6,25.4,94,1010.5,0,1.6,256,
03/09/2024 01:00,60.8,25.4,95,1010.5,0,1.4,256,
03/09/2024 01:10,60.8,25.4,95,1010.4,0,1.8,256,
03/09/2024 01:20,60.8,25.4,95,1010.3,0,1.7,249,
03/09/2024 01:30,60.8,25.4,95,1010.3,0,1.4,249,
03/09/2024 01:40,60.8,25.4,95,1010.1,0,1.3,243,
03/09/2024 01:50,60.8,25.4,95,1010.0,0,1.0,249,
03/09/2024 02:00,60.8,25.4,95,1009.9,0,1.1,264,
03/09/2024 02:10,60.8,25.4,95,1009.9,0,1.0,243,
03/09/2024 02:20,60.8,25.4,95,1009.6,0,0.4,230,
03/09/2024 02:30,60.8,25.4,95,1009.4,0,1.0,249,
03/09/2024 02:40,60.8,25.4,95,1009.4,0,0.3,284,
03/09/2024 02:50,60.8,25.4,95,1009.4,0,0.7,315,
03/09/2024 03:00,60.8,25.3,95,1009.4,0,0.1,291,
03/09/2024 03:10,60.8,25.3,95,1009.3,0,0.0,220,
03/09/2024 03:20,60.8,25.3,95,1009.2,0,0.0,201,
03/09/2024 03:30,60.8,25.2,95,1009.2,0,0.0,207,
03/09/2024 03:40,60.8,25.2,95,1009.0,0,0.0,198,
03/09/2024 03:50,60.8,25.2,95,1009.3,0,0.0,207,
03/09/2024 04:00,60.8,25.1,95,1009.5,0,0.5,212,
03/09/2024 04:10,60.8,25.1,95,1009.5,0,0.6,207,
03/09/2024 04:20,60.8,25.1,95,1009.4,0,1.1,207,
03/09/2024 04:30,60.8,25.1,95,1009.3,0,0.4,216,
03/09/2024 04:40,60.8,25.1,95,1009.2,0,0.0,243,
03/09/2024 04:50,60.8,25.0,95,1009.2,0,0.0,216,
03/09/2024 05:00,60.8,25.0,95,1009.3,0,0.1,225,
03/09/2024 05:10,60.8,24.9,95,1009.3,0,0.0,240,
03/09/2024 05:20,61.0,24.8,95,1009.4,0,0.1,234,
03/09/2024 05:30,61.0,24.8,94,1009.4,0,0.0,243,
03/09/2024 05:40,61.0,24.7,95,1009.5,0,0.0,212,
03/09/2024 05:50,61.0,24.7,95,1009.5,0,0.9,207,
03/09/2024 06:00,61.0,24.8,96,1009.5,0,0.9,234,
03/09/2024 06:10,61.0,24.9,96,1009.6,1,0.1,243,
03/09/2024 06:20,61.0,25.1,96,1009.6,1,0.0,256,
03/09/2024 06:30,61.0,25.3,96,1009.8,1,0.0,249,
03/09/2024 06:40,61.0,25.6,96,1010.0,1,0.1,262,
03/09/2024 06:50,61.0,26.0,95,1010.1,1,0.5,263,
03/09/2024 07:00,61.0,26.0,93,1010.4,1,1.1,254,
03/09/2024 07:10,61.0,26.3,92,1010.6,1,0.9,243,
03/09/2024 07:20,61.0,26.8,91,1010.7,1,1.5,234,
03/09/2024 07:30,61.0,27.1,90,1010.9,1,2.1,229,
03/09/2024 07:40,61.0,27.5,88,1011.0,1,1.6,240,
03/09/2024 07:50,61.0,28.0,86,1011.2,1,1.1,240,
03/09/2024 08:00,61.0,28.4,84,1011.2,1,2.3,234,
03/09/2024 08:10,61.0,28.7,81,1011.4,1,3.0,243,
03/09/2024 08:20,61.0,28.9,82,1011.5,1,3.6,234,
03/09/2024 08:30,61.0,29.3,82,1011.6,1,3.1,225,
03/09/2024 08:40,61.0,29.2,77,1012.0,1,3.6,225,
03/09/2024 08:50,61.0,29.3,78,1012.0,1,3.5,234,
03/09/2024 09:00,61.0,29.1,78,1012.1,0,3.7,234,
03/09/2024 09:10,61.0,28.7,84,1012.0,0,3.2,234,
03/09/2024 09:20,61.0,28.6,87,1012.2,1,2.7,234,
03/09/2024 09:30,61.0,29.2,79,1012.1,1,3.9,240,
03/09/2024 09:40,61.2,29.3,76,1012.2,0,4.0,249,
03/09/2024 09:50,61.2,29.0,76,1012.2,1,5.1,234,
03/09/2024 10:00,61.2,28.7,78,1012.2,0,3.9,243,
03/09/2024 10:10,61.2,28.2,76,1012.0,0,4.7,256,
03/09/2024 10:20,61.2,28.1,77,1011.8,0,4.1,240,
03/09/2024 10:30,61.2,28.1,78,1011.7,1,3.9,234,
03/09/2024 10:40,61.2,28.3,75,1011.6,1,3.8,249,
03/09/2024 10:50,61.2,28.7,72,1011.5,0,3.5,249,
03/09/2024 11:00,61.2,28.8,73,1011.4,0,3.5,243,
03/09/2024 11:10,61.2,29.3,77,1011.2,1,3.3,243,
03/09/2024 11:20,61.2,30.0,72,1011.1,1,3.3,256,
03/09/2024 11:30,61.2,30.1,70,1011.0,0,3.4,243,
03/09/2024 11:40,61.2,30.5,72,1010.7,1,3.3,240,
03/09/2024 11:50,61.2,30.3,71,1010.7,0,3.9,225,
03/09/2024 12:00,61.2,30.9,69,1010.6,0,3.2,225,
03/09/2024 12:10,61.2,30.6,70,1010.5,0,3.6,234,
03/09/2024 12:20,61.2,30.7,70,1010.3,1,4.2,243,
03/09/2024 12:30,61.2,31.1,70,1010.3,0,3.2,240,
03/09/2024 12:40,61.2,31.4,72,1010.1,1,3.4,225,
03/09/2024 12:50,61.2,31.5,69,1009.9,0,3.4,234,
03/09/2024 13:00,61.2,31.9,63,1009.5,1,3.7,263,
03/09/2024 13:10,61.2,31.9,64,1009.5,1,4.9,249,
03/09/2024 13:20,61.2,32.3,65,1009.3,1,4.2,249,
03/09/2024 13:30,61.2,31.7,67,1009.4,1,4.5,247,
03/09/2024 13:40,61.2,31.2,67,1009.3,0,4.8,234,
03/09/2024 13:50,61.2,30.3,74,1009.3,0,4.3,234,
03/09/2024 14:00,61.2,29.4,76,1009.2,0,3.8,216,
03/09/2024 14:10,61.2,28.7,80,1008.7,1,3.8,221,
03/09/2024 14:20,61.2,29.0,79,1008.6,1,3.0,225,
03/09/2024 14:30,61.2,29.3,75,1008.4,0,3.1,243,
03/09/2024 14:40,61.2,29.3,74,1008.4,1,4.2,243,
03/09/2024 14:50,61.2,29.2,74,1008.4,0,3.6,234,
03/09/2024 15:00,61.2,29.1,75,1008.4,0,3.2,225,
03/09/2024 15:10,61.2,28.9,75,1008.3,0,3.5,221,
03/09/2024 15:20,61.2,28.9,73,1008.3,0,2.8,230,
03/09/2024 15:30,61.2,28.9,73,1008.4,0,3.1,234,
03/09/2024 15:40,61.2,28.8,72,1008.6,0,3.0,243,
03/09/2024 15:50,61.2,28.8,74,1008.6,0,3.1,229,
03/09/2024 16:00,61.2,28.7,75,1008.4,0,3.1,225,
03/09/2024 16:10,61.2,28.6,77,1008.3,0,3.2,234,
03/09/2024 16:20,61.2,28.6,77,1008.3,0,3.3,234,
03/09/2024 16:30,61.2,28.5,77,1008.3,0,3.9,229,
03/09/2024 16:40,61.2,28.4,79,1008.2,0,3.1,225,
03/09/2024 16:50,61.2,28.1,78,1008.1,0,3.8,201,
03/09/2024 17:00,61.2,27.7,77,1008.2,0,3.4,225,
03/09/2024 17:10,61.2,27.4,79,1007.9,0,2.6,230,
03/09/2024 17:20,61.2,27.3,80,1007.8,0,1.9,225,
03/09/2024 17:30,61.2,27.2,79,1008.1,0,1.9,216,
03/09/2024 17:40,61.2,27.0,79,1008.2,0,2.2,216,
03/09/2024 17:50,61.2,26.9,80,1008.1,0,2.0,216,
